Column 1,Column 2,Modifier Indicator
17271,93000,Standards of medical/surgical practice
17271,93010,Standards of medical/surgical practice
17272,93000,Standards of medical/surgical practice
17272,93010,Standards of medical/surgical practice
17273,93000,Standards of medical/surgical practice
17273,93010,Standards of medical/surgical practice
17274,93000,Standards of medical/surgical practice
17274,93010,Standards of medical/surgical practice
17276,93000,Standards of medical/surgical practice
17276,93010,Standards of medical/surgical practice
17280,93000,Standards of medical/surgical practice
17280,93010,Standards of medical/surgical practice
17281,93000,Standards of medical/surgical practice
17281,93010,Standards of medical/surgical practice
17282,93000,Standards of medical/surgical practice
17282,93010,Standards of medical/surgical practice
17283,93000,Standards of medical/surgical practice
17283,93010,Standards of medical/surgical practice
17284,93000,Standards of medical/surgical practice
17284,93010,Standards of medical/surgical practice
17286,93000,Standards of medical/surgical practice
17286,93010,Standards of medical/surgical practice
17311,93000,Standards of medical/surgical practice
17311,93010,Standards of medical/surgical practice
17313,93000,Standards of medical/surgical practice
17313,93010,Standards of medical/surgical practice
17340,93000,Standards of medical/surgical practice
17340,93010,Standards of medical/surgical practice
17360,93000,Standards of medical/surgical practice
17360,93010,Standards of medical/surgical practice
17380,93000,Standards of medical/surgical practice
17380,93010,Standards of medical/surgical practice
19000,93000,Standards of medical/surgical practice
19000,93010,Standards of medical/surgical practice
19020,93000,Standards of medical/surgical practice
19020,93010,Standards of medical/surgical practice
19030,93000,Standards of medical/surgical practice
19030,93010,Standards of medical/surgical practice
19081,93000,Standards of medical/surgical practice
19081,93010,Standards of medical/surgical practice
19082,93000,Standards of medical/surgical practice
19082,93010,Standards of medical/surgical practice
19083,93000,Standards of medical/surgical practice
19083,93010,Standards of medical/surgical practice
19084,93000,Standards of medical/surgical practice
19084,93010,Standards of medical/surgical practice
19085,93000,Standards of medical/surgical practice
19085,93010,Standards of medical/surgical practice
19086,93000,Standards of medical/surgical practice
19086,93010,Standards of medical/surgical practice
19100,93000,Standards of medical/surgical practice
19100,93010,Standards of medical/surgical practice
19101,93000,Standards of medical/surgical practice
19101,93010,Standards of medical/surgical practice
19102,93000,Standards of medical/surgical practice
19102,93010,Standards of medical/surgical practice
19103,93000,Standards of medical/surgical practice
19103,93010,Standards of medical/surgical practice
19105,93000,Standards of medical/surgical practice
19105,93010,Standards of medical/surgical practice
19110,93000,Standards of medical/surgical practice
19110,93010,Standards of medical/surgical practice
19112,93000,Standards of medical/surgical practice
19112,93010,Standards of medical/surgical practice
19120,93000,Standards of medical/surgical practice
19120,93010,Standards of medical/surgical practice
19125,93000,Standards of medical/surgical practice
19125,93010,Standards of medical/surgical practice
19260,93000,Standards of medical/surgical practice
19260,93010,Standards of medical/surgical practice
19271,93000,Standards of medical/surgical practice
19271,93010,Standards of medical/surgical practice
19272,93000,Standards of medical/surgical practice
19272,93010,Standards of medical/surgical practice
19281,93000,Standards of medical/surgical practice
19281,93010,Standards of medical/surgical practice
19282,93000,Standards of medical/surgical practice
19282,93010,Standards of medical/surgical practice
19283,93000,Standards of medical/surgical practice
19283,93010,Standards of medical/surgical practice
19284,93000,Standards of medical/surgical practice
19284,93010,Standards of medical/surgical practice
19285,93000,Standards of medical/surgical practice
19285,93010,Standards of medical/surgical practice
19286,93000,Standards of medical/surgical practice
19286,93010,Standards of medical/surgical practice
19287,93000,Standards of medical/surgical practice
19287,93010,Standards of medical/surgical practice
19288,93000,Standards of medical/surgical practice
19288,93010,Standards of medical/surgical practice
19290,93000,Standards of medical/surgical practice
19290,93010,Standards of medical/surgical practice
19294,93000,Misuse of Column Two code with Column One code
19294,93010,Misuse of Column Two code with Column One code
19294,99213,CPT Manual or CMS manual coding instruction
19296,93000,Standards of medical/surgical practice
19296,93010,Standards of medical/surgical practice
19298,93000,Standards of medical/surgical practice
19298,93010,Standards of medical/surgical practice
19300,93000,Standards of medical/surgical practice
19300,93010,Standards of medical/surgical practice
19301,93000,Standards of medical/surgical practice
19301,93010,Standards of medical/surgical practice
19302,93000,Standards of medical/surgical practice
19302,93010,Standards of medical/surgical practice
19303,93000,Standards of medical/surgical practice
19303,93010,Standards of medical/surgical practice
19304,93000,Standards of medical/surgical practice
19304,93010,Standards of medical/surgical practice
19305,93000,Standards of medical/surgical practice
19305,93010,Standards of medical/surgical practice
19306,93000,Standards of medical/surgical practice
19306,93010,Standards of medical/surgical practice
19307,93000,Standards of medical/surgical practice
19307,93010,Standards of medical/surgical practice
19316,93000,Standards of medical/surgical practice
19316,93010,Standards of medical/surgical practice
19318,93000,Standards of medical/surgical practice
19318,93010,Standards of medical/surgical practice
19324,93000,Standards of medical/surgical practice
19324,93010,Standards of medical/surgical practice
19325,93000,Standards of medical/surgical practice
19325,93010,Standards of medical/surgical practice
19328,93000,Standards of medical/surgical practice
19328,93010,Standards of medical/surgical practice
19330,93000,Standards of medical/surgical practice
19330,93010,Standards of medical/surgical practice
19340,93000,Standards of medical/surgical practice
19340,93010,Standards of medical/surgical practice
19342,93000,Standards of medical/surgical practice
19342,93010,Standards of medical/surgical practice
19350,93000,Standards of medical/surgical practice
19350,93010,Standards of medical/surgical practice
19355,93000,Standards of medical/surgical practice
19355,93010,Standards of medical/surgical practice
19357,93000,Standards of medical/surgical practice
19357,93010,Standards of medical/surgical practice
19361,93000,Standards of medical/surgical practice
19361,93010,Standards of medical/surgical practice
19364,93000,Standards of medical/surgical practice
19364,93010,Standards of medical/surgical practice
19366,93000,Standards of medical/surgical practice
19366,93010,Standards of medical/surgical practice
19367,93000,Standards of medical/surgical practice
19367,93010,Standards of medical/surgical practice
19368,93000,Standards of medical/surgical practice
19368,93010,Standards of medical/surgical practice
19369,93000,Standards of medical/surgical practice
19369,93010,Standards of medical/surgical practice
19370,93000,Standards of medical/surgical practice
19370,93010,Standards of medical/surgical practice
19371,93000,Standards of medical/surgical practice
19371,93010,Standards of medical/surgical practice
19380,93000,Standards of medical/surgical practice
19380,93010,Standards of medical/surgical practice
19396,93000,Standards of medical/surgical practice
19396,93010,Standards of medical/surgical practice
20000,93000,Standards of medical/surgical practice
20000,93010,Standards of medical/surgical practice
20005,93000,Standards of medical/surgical practice
20005,93010,Standards of medical/surgical practice
20100,93000,Standards of medical/surgical practice
20100,93010,Standards of medical/surgical practice
20101,93000,Standards of medical/surgical practice
20101,93010,Standards of medical/surgical practice
20102,93000,Standards of medical/surgical practice
20102,93010,Standards of medical/surgical practice
20103,93000,Standards of medical/surgical practice
20103,93010,Standards of medical/surgical practice
20150,93000,Standards of medical/surgical practice
20150,93010,Standards of medical/surgical practice
20200,93000,Standards of medical/surgical practice
20200,93010,Standards of medical/surgical practice
20205,93000,Standards of medical/surgical practice
20205,93010,Standards of medical/surgical practice
20206,93000,Standards of medical/surgical practice
20206,93010,Standards of medical/surgical practice
20220,93000,Standards of medical/surgical practice
20220,93010,Standards of medical/surgical practice
20225,93000,Standards of medical/surgical practice
20225,93010,Standards of medical/surgical practice
20240,93000,Standards of medical/surgical practice
20240,93010,Standards of medical/surgical practice
20245,93000,Standards of medical/surgical practice
20245,93010,Standards of medical/surgical practice
20250,93000,Standards of medical/surgical practice
20250,93010,Standards of medical/surgical practice
20251,93000,Standards of medical/surgical practice
20251,93010,Standards of medical/surgical practice
20500,93000,Standards of medical/surgical practice
20500,93010,Standards of medical/surgical practice
20501,93000,Standards of medical/surgical practice
20501,93010,Standards of medical/surgical practice
20520,93000,Standards of medical/surgical practice
20520,93010,Standards of medical/surgical practice
20525,93000,Standards of medical/surgical practice
20525,93010,Standards of medical/surgical practice
20526,93000,Standards of medical/surgical practice
20526,93010,Standards of medical/surgical practice
20527,93000,Misuse of Column Two code with Column One code
20527,93010,Misuse of Column Two code with Column One code
20550,93000,Standards of medical/surgical practice
20550,93010,Standards of medical/surgical practice
20551,93000,Standards of medical/surgical practice
20551,93010,Standards of medical/surgical practice
20552,93000,Standards of medical/surgical practice
20552,93010,Standards of medical/surgical practice
20553,93000,Standards of medical/surgical practice
20553,93010,Standards of medical/surgical practice
20555,93000,Standards of medical/surgical practice
20555,93010,Standards of medical/surgical practice
20560,93000,Misuse of Column Two code with Column One code
20560,93010,Misuse of Column Two code with Column One code
20561,93010,Misuse of Column Two code with Column One code
20600,93000,Standards of medical/surgical practice
20600,93010,Standards of medical/surgical practice
20604,93000,Standards of medical/surgical practice
20604,93010,Standards of medical/surgical practice
20604,99213,CPT Manual or CMS manual coding instruction
20605,93000,Standards of medical/surgical practice
20605,93010,Standards of medical/surgical practice
20606,93000,Standards of medical/surgical practice
20606,93010,Standards of medical/surgical practice
20606,99213,CPT Manual or CMS manual coding instruction
20610,93000,Standards of medical/surgical practice
20610,93010,Standards of medical/surgical practice
20611,93000,Standards of medical/surgical practice
20611,93010,Standards of medical/surgical practice
20611,99213,CPT Manual or CMS manual coding instruction
20612,93000,Standards of medical/surgical practice
20612,93010,Standards of medical/surgical practice
20615,93000,Standards of medical/surgical practice
20615,93010,Standards of medical/surgical practice
20650,93000,Standards of medical/surgical practice
20650,93010,Standards of medical/surgical practice
20660,93000,Standards of medical/surgical practice
20660,93010,Standards of medical/surgical practice
20661,93000,Standards of medical/surgical practice
20661,93010,Standards of medical/surgical practice
20662,93000,Standards of medical/surgical practice
20662,93010,Standards of medical/surgical practice
20663,93000,Standards of medical/surgical practice
20663,93010,Standards of medical/surgical practice
20664,93000,Standards of medical/surgical practice
20664,93010,Standards of medical/surgical practice
20665,93000,Standards of medical/surgical practice
20665,93010,Standards of medical/surgical practice
20670,93000,Standards of medical/surgical practice
20670,93010,Standards of medical/surgical practice
20680,93000,Standards of medical/surgical practice
20680,93010,Standards of medical/surgical practice
20690,93000,Standards of medical/surgical practice
20690,93010,Standards of medical/surgical practice
20692,93000,Standards of medical/surgical practice
20692,93010,Standards of medical/surgical practice
20693,93000,Standards of medical/surgical practice
20693,93010,Standards of medical/surgical practice
20694,93000,Standards of medical/surgical practice
20694,93010,Standards of medical/surgical practice
20696,93000,Standards of medical/surgical practice
20696,93010,Standards of medical/surgical practice
20697,93000,Standards of medical/surgical practice
20697,93010,Standards of medical/surgical practice
20700,93000,Misuse of Column Two code with Column One code
20700,93010,Misuse of Column Two code with Column One code
20700,99213,CPT Manual or CMS manual coding instruction
20701,93000,Misuse of Column Two code with Column One code
20701,93010,Misuse of Column Two code with Column One code
20701,99213,CPT Manual or CMS manual coding instruction
20702,93000,Misuse of Column Two code with Column One code
20702,93010,Misuse of Column Two code with Column One code
20702,99213,CPT Manual or CMS manual coding instruction
20703,93000,Misuse of Column Two code with Column One code
20703,93010,Misuse of Column Two code with Column One code
20703,99213,CPT Manual or CMS manual coding instruction
20704,93000,Misuse of Column Two code with Column One code
20704,93010,Misuse of Column Two code with Column One code
20705,93000,Misuse of Column Two code with Column One code
20705,93010,Misuse of Column Two code with Column One code
20705,99213,CPT Manual or CMS manual coding instruction
20802,93000,Standards of medical/surgical practice
20802,93010,Standards of medical/surgical practice
20805,93000,Standards of medical/surgical practice
20805,93010,Standards of medical/surgical practice
20808,93000,Standards of medical/surgical practice
20808,93010,Standards of medical/surgical practice
20816,93000,Standards of medical/surgical practice
20816,93010,Standards of medical/surgical practice
20822,93000,Standards of medical/surgical practice
20822,93010,Standards of medical/surgical practice
20824,93000,Standards of medical/surgical practice
20824,93010,Standards of medical/surgical practice
20827,93000,Standards of medical/surgical practice
20827,93010,Standards of medical/surgical practice
20838,93000,Standards of medical/surgical practice
20838,93010,Standards of medical/surgical practice
20900,93000,Standards of medical/surgical practice
20900,93010,Standards of medical/surgical practice
20902,93000,Standards of medical/surgical practice
20902,93010,Standards of medical/surgical practice
20910,93000,Standards of medical/surgical practice
20910,93010,Standards of medical/surgical practice
20912,93000,Standards of medical/surgical practice
20912,93010,Standards of medical/surgical practice
20920,93000,Standards of medical/surgical practice
20920,93010,Standards of medical/surgical practice
20922,93000,Standards of medical/surgical practice
20922,93010,Standards of medical/surgical practice
20924,93000,Standards of medical/surgical practice
20924,93010,Standards of medical/surgical practice
20926,93000,Standards of medical/surgical practice
20926,93010,Standards of medical/surgical practice
20932,93000,Misuse of Column Two code with Column One code
20932,93010,Misuse of Column Two code with Column One code
20932,99213,CPT Manual or CMS manual coding instruction
20933,93000,Misuse of Column Two code with Column One code
20933,93010,Misuse of Column Two code with Column One code
20933,99213,CPT Manual or CMS manual coding instruction
20934,93000,Misuse of Column Two code with Column One code
20934,93010,Misuse of Column Two code with Column One code
20934,99213,CPT Manual or CMS manual coding instruction
20939,93000,Misuse of Column Two code with Column One code
20939,93010,Misuse of Column Two code with Column One code
20939,99213,CPT Manual or CMS manual coding instruction
20950,93000,Standards of medical/surgical practice
20950,93010,Standards of medical/surgical practice
20955,93000,Standards of medical/surgical practice
20955,93010,Standards of medical/surgical practice
20956,93000,Standards of medical/surgical practice
20956,93010,Standards of medical/surgical practice
20957,93000,Standards of medical/surgical practice
20957,93010,Standards of medical/surgical practice
20962,93000,Standards of medical/surgical practice
20962,93010,Standards of medical/surgical practice
20969,93000,Standards of medical/surgical practice
20969,93010,Standards of medical/surgical practice
20970,93000,Standards of medical/surgical practice
20970,93010,Standards of medical/surgical practice
20972,93000,Standards of medical/surgical practice
20972,93010,Standards of medical/surgical practice
20973,93000,Standards of medical/surgical practice
20973,93010,Standards of medical/surgical practice
20974,93000,Standards of medical/surgical practice
20974,93010,Standards of medical/surgical practice
20975,93000,Standards of medical/surgical practice
20975,93010,Standards of medical/surgical practice
20979,93000,Standards of medical/surgical practice
20979,93010,Standards of medical/surgical practice
20982,93000,Standards of medical/surgical practice
20982,93010,Standards of medical/surgical practice
20983,93000,Standards of medical/surgical practice
20983,93010,Standards of medical/surgical practice
20983,99213,CPT Manual or CMS manual coding instruction
21010,93000,Standards of medical/surgical practice
21010,93010,Standards of medical/surgical practice
21011,93000,Standards of medical/surgical practice
21011,93010,Standards of medical/surgical practice
21012,93000,Standards of medical/surgical practice
21012,93010,Standards of medical/surgical practice
21013,93000,Standards of medical/surgical practice
21013,93010,Standards of medical/surgical practice
21014,93000,Standards of medical/surgical practice
21014,93010,Standards of medical/surgical practice
21015,93000,Standards of medical/surgical practice
21015,93010,Standards of medical/surgical practice
21016,93000,Standards of medical/surgical practice
21016,93010,Standards of medical/surgical practice
21025,93000,Standards of medical/surgical practice
21025,93010,Standards of medical/surgical practice
21026,93000,Standards of medical/surgical practice
21026,93010,Standards of medical/surgical practice
21029,93000,Standards of medical/surgical practice
21029,93010,Standards of medical/surgical practice
21030,93000,Standards of medical/surgical practice
21030,93010,Standards of medical/surgical practice
21031,93000,Standards of medical/surgical practice
21031,93010,Standards of medical/surgical practice
21032,93000,Standards of medical/surgical practice
21032,93010,Standards of medical/surgical practice
21034,93000,Standards of medical/surgical practice
21034,93010,Standards of medical/surgical practice
21040,93000,Standards of medical/surgical practice
21040,93010,Standards of medical/surgical practice
21044,93000,Standards of medical/surgical practice
21044,93010,Standards of medical/surgical practice
21045,93000,Standards of medical/surgical practice
21045,93010,Standards of medical/surgical practice
21046,93000,Standards of medical/surgical practice
21046,93010,Standards of medical/surgical practice
21047,93000,Standards of medical/surgical practice
21047,93010,Standards of medical/surgical practice
21048,93000,Standards of medical/surgical practice
21048,93010,Standards of medical/surgical practice
21049,93000,Standards of medical/surgical practice
21049,93010,Standards of medical/surgical practice
21050,93000,Standards of medical/surgical practice
21050,93010,Standards of medical/surgical practice
21060,93000,Standards of medical/surgical practice
21060,93010,Standards of medical/surgical practice
21070,93000,Standards of medical/surgical practice
21070,93010,Standards of medical/surgical practice
21073,93000,Standards of medical/surgical practice
21073,93010,Standards of medical/surgical practice
21076,93000,Standards of medical/surgical practice
21076,93010,Standards of medical/surgical practice
21077,93000,Standards of medical/surgical practice
21077,93010,Standards of medical/surgical practice
21079,93000,Standards of medical/surgical practice
21079,93010,Standards of medical/surgical practice
21080,93000,Standards of medical/surgical practice
21080,93010,Standards of medical/surgical practice
21081,93000,Standards of medical/surgical practice
21081,93010,Standards of medical/surgical practice
21082,93000,Standards of medical/surgical practice
21082,93010,Standards of medical/surgical practice
21083,93000,Standards of medical/surgical practice
21083,93010,Standards of medical/surgical practice
21084,93000,Standards of medical/surgical practice
21084,93010,Standards of medical/surgical practice
21085,93000,Standards of medical/surgical practice
21085,93010,Standards of medical/surgical practice
21086,93000,Standards of medical/surgical practice
21086,93010,Standards of medical/surgical practice
21087,93000,Standards of medical/surgical practice
21087,93010,Standards of medical/surgical practice
21088,93000,Standards of medical/surgical practice
21088,93010,Standards of medical/surgical practice
21100,93000,Standards of medical/surgical practice
21100,93010,Standards of medical/surgical practice
21110,93000,Standards of medical/surgical practice
21110,93010,Standards of medical/surgical practice
21116,93000,Standards of medical/surgical practice
21116,93010,Standards of medical/surgical practice
21120,93000,Standards of medical/surgical practice
21120,93010,Standards of medical/surgical practice
21121,93000,Standards of medical/surgical practice
21121,93010,Standards of medical/surgical practice
21122,93000,Standards of medical/surgical practice
21122,93010,Standards of medical/surgical practice
21123,93000,Standards of medical/surgical practice
21123,93010,Standards of medical/surgical practice
21125,93000,Standards of medical/surgical practice
21125,93010,Standards of medical/surgical practice
21127,93000,Standards of medical/surgical practice
21127,93010,Standards of medical/surgical practice
21137,93000,Standards of medical/surgical practice
21137,93010,Standards of medical/surgical practice
21138,93000,Standards of medical/surgical practice
21138,93010,Standards of medical/surgical practice
21139,93000,Standards of medical/surgical practice
21139,93010,Standards of medical/surgical practice
21141,93000,Standards of medical/surgical practice
21141,93010,Standards of medical/surgical practice
21142,93000,Standards of medical/surgical practice
21142,93010,Standards of medical/surgical practice
21143,93000,Standards of medical/surgical practice
21143,93010,Standards of medical/surgical practice
21145,93000,Standards of medical/surgical practice
21145,93010,Standards of medical/surgical practice
21146,93000,Standards of medical/surgical practice
21146,93010,Standards of medical/surgical practice
21147,93000,Standards of medical/surgical practice
21147,93010,Standards of medical/surgical practice
21150,93000,Standards of medical/surgical practice
21150,93010,Standards of medical/surgical practice
21151,93000,Standards of medical/surgical practice
21151,93010,Standards of medical/surgical practice
21154,93000,Standards of medical/surgical practice
21154,93010,Standards of medical/surgical practice
21155,93000,Standards of medical/surgical practice
21155,93010,Standards of medical/surgical practice
21159,93000,Standards of medical/surgical practice
21159,93010,Standards of medical/surgical practice
21160,93000,Standards of medical/surgical practice
21160,93010,Standards of medical/surgical practice
21172,93000,Standards of medical/surgical practice
21172,93010,Standards of medical/surgical practice
21175,93000,Standards of medical/surgical practice
21175,93010,Standards of medical/surgical practice
21179,93000,Standards of medical/surgical practice
21179,93010,Standards of medical/surgical practice
21180,93000,Standards of medical/surgical practice
21180,93010,Standards of medical/surgical practice
21181,93000,Standards of medical/surgical practice
21181,93010,Standards of medical/surgical practice
21182,93000,Standards of medical/surgical practice
21182,93010,Standards of medical/surgical practice
21183,93000,Standards of medical/surgical practice
21183,93010,Standards of medical/surgical practice
21184,93000,Standards of medical/surgical practice
21184,93010,Standards of medical/surgical practice
21188,93000,Standards of medical/surgical practice
21188,93010,Standards of medical/surgical practice
21193,93000,Standards of medical/surgical practice
21193,93010,Standards of medical/surgical practice
21194,93000,Standards of medical/surgical practice
21194,93010,Standards of medical/surgical practice
21195,93000,Standards of medical/surgical practice
21195,93010,Standards of medical/surgical practice
21196,93000,Standards of medical/surgical practice
21196,93010,Standards of medical/surgical practice
21198,93000,Standards of medical/surgical practice
21198,93010,Standards of medical/surgical practice
21199,93000,Standards of medical/surgical practice
21199,93010,Standards of medical/surgical practice
21206,93000,Standards of medical/surgical practice
21206,93010,Standards of medical/surgical practice
21208,93000,Standards of medical/surgical practice
21208,93010,Standards of medical/surgical practice
21209,93000,Standards of medical/surgical practice
21209,93010,Standards of medical/surgical practice
21210,93000,Standards of medical/surgical practice
21210,93010,Standards of medical/surgical practice
21215,93000,Standards of medical/surgical practice
21215,93010,Standards of medical/surgical practice
21230,93000,Standards of medical/surgical practice
21230,93010,Standards of medical/surgical practice
21235,93000,Standards of medical/surgical practice
21235,93010,Standards of medical/surgical practice
21240,93000,Standards of medical/surgical practice
21240,93010,Standards of medical/surgical practice
21242,93000,Standards of medical/surgical practice
21242,93010,Standards of medical/surgical practice
21243,93000,Standards of medical/surgical practice
21243,93010,Standards of medical/surgical practice
21244,93000,Standards of medical/surgical practice
21244,93010,Standards of medical/surgical practice
21245,93000,Standards of medical/surgical practice
21245,93010,Standards of medical/surgical practice
21246,93000,Standards of medical/surgical practice
21246,93010,Standards of medical/surgical practice
21247,93000,Standards of medical/surgical practice
21247,93010,Standards of medical/surgical practice
21248,93000,Standards of medical/surgical practice
21248,93010,Standards of medical/surgical practice
21249,93000,Standards of medical/surgical practice
21249,93010,Standards of medical/surgical practice
21255,93000,Standards of medical/surgical practice
21255,93010,Standards of medical/surgical practice
21256,93000,Standards of medical/surgical practice
21256,93010,Standards of medical/surgical practice
21260,93000,Standards of medical/surgical practice
21260,93010,Standards of medical/surgical practice
21261,93000,Standards of medical/surgical practice
21261,93010,Standards of medical/surgical practice
21263,93000,Standards of medical/surgical practice
21263,93010,Standards of medical/surgical practice
21267,93000,Standards of medical/surgical practice
21267,93010,Standards of medical/surgical practice
21268,93000,Standards of medical/surgical practice
21268,93010,Standards of medical/surgical practice
21270,93000,Standards of medical/surgical practice
21270,93010,Standards of medical/surgical practice
21275,93000,Standards of medical/surgical practice
21275,93010,Standards of medical/surgical practice
21280,93000,Standards of medical/surgical practice
21280,93010,Standards of medical/surgical practice
21282,93000,Standards of medical/surgical practice
21282,93010,Standards of medical/surgical practice
21295,93000,Standards of medical/surgical practice
21295,93010,Standards of medical/surgical practice
21296,93000,Standards of medical/surgical practice
21296,93010,Standards of medical/surgical practice
21310,93000,Standards of medical/surgical practice
21310,93010,Standards of medical/surgical practice
21315,93000,Standards of medical/surgical practice
21315,93010,Standards of medical/surgical practice
21320,93000,Standards of medical/surgical practice
21320,93010,Standards of medical/surgical practice
21325,93000,Standards of medical/surgical practice
21325,93010,Standards of medical/surgical practice
21330,93000,Standards of medical/surgical practice
21330,93010,Standards of medical/surgical practice
21335,93000,Standards of medical/surgical practice
21335,93010,Standards of medical/surgical practice
21336,93000,Standards of medical/surgical practice
21336,93010,Standards of medical/surgical practice
21337,93000,Standards of medical/surgical practice
21337,93010,Standards of medical/surgical practice
21338,93000,Standards of medical/surgical practice
21338,93010,Standards of medical/surgical practice
21339,93000,Standards of medical/surgical practice
21339,93010,Standards of medical/surgical practice
21340,93000,Standards of medical/surgical practice
21340,93010,Standards of medical/surgical practice
21343,93000,Standards of medical/surgical practice
21343,93010,Standards of medical/surgical practice
21344,93000,Standards of medical/surgical practice
21344,93010,Standards of medical/surgical practice
21345,93000,Standards of medical/surgical practice
21345,93010,Standards of medical/surgical practice
21346,93000,Standards of medical/surgical practice
21346,93010,Standards of medical/surgical practice
21347,93000,Standards of medical/surgical practice
21347,93010,Standards of medical/surgical practice
21348,93000,Standards of medical/surgical practice
21348,93010,Standards of medical/surgical practice
21355,93000,Standards of medical/surgical practice
21355,93010,Standards of medical/surgical practice
21356,93000,Standards of medical/surgical practice
21356,93010,Standards of medical/surgical practice
21360,93000,Standards of medical/surgical practice
21360,93010,Standards of medical/surgical practice
21365,93000,Standards of medical/surgical practice
21365,93010,Standards of medical/surgical practice
21366,93000,Standards of medical/surgical practice
21366,93010,Standards of medical/surgical practice
21385,93000,Standards of medical/surgical practice
21385,93010,Standards of medical/surgical practice
21386,93000,Standards of medical/surgical practice
21386,93010,Standards of medical/surgical practice
21387,93000,Standards of medical/surgical practice
21387,93010,Standards of medical/surgical practice
21390,93000,Standards of medical/surgical practice
21390,93010,Standards of medical/surgical practice
21395,93000,Standards of medical/surgical practice
21395,93010,Standards of medical/surgical practice
21400,93000,Standards of medical/surgical practice
21400,93010,Standards of medical/surgical practice
21401,93000,Standards of medical/surgical practice
21401,93010,Standards of medical/surgical practice
21406,93000,Standards of medical/surgical practice
21406,93010,Standards of medical/surgical practice
21407,93000,Standards of medical/surgical practice
21407,93010,Standards of medical/surgical practice
21408,93000,Standards of medical/surgical practice
21408,93010,Standards of medical/surgical practice
21421,93000,Standards of medical/surgical practice
21421,93010,Standards of medical/surgical practice
21422,93000,Standards of medical/surgical practice
21422,93010,Standards of medical/surgical practice
21423,93000,Standards of medical/surgical practice
21423,93010,Standards of medical/surgical practice
21431,93000,Standards of medical/surgical practice
21431,93010,Standards of medical/surgical practice
21432,93000,Standards of medical/surgical practice
21432,93010,Standards of medical/surgical practice
21433,93000,Standards of medical/surgical practice
21433,93010,Standards of medical/surgical practice
21435,93000,Standards of medical/surgical practice
21435,93010,Standards of medical/surgical practice
21436,93000,Standards of medical/surgical practice
21436,93010,Standards of medical/surgical practice
21440,93000,Standards of medical/surgical practice
21440,93010,Standards of medical/surgical practice
21445,93000,Standards of medical/surgical practice
21445,93010,Standards of medical/surgical practice
21450,93000,Standards of medical/surgical practice
21450,93010,Standards of medical/surgical practice
21451,93000,Standards of medical/surgical practice
21451,93010,Standards of medical/surgical practice
21452,93000,Standards of medical/surgical practice
21452,93010,Standards of medical/surgical practice
21453,93000,Standards of medical/surgical practice
21453,93010,Standards of medical/surgical practice
21454,93000,Standards of medical/surgical practice
21454,93010,Standards of medical/surgical practice
21461,93000,Standards of medical/surgical practice
21461,93010,Standards of medical/surgical practice
21462,93000,Standards of medical/surgical practice
21462,93010,Standards of medical/surgical practice
21465,93000,Standards of medical/surgical practice
21465,93010,Standards of medical/surgical practice
21470,93000,Standards of medical/surgical practice
21470,93010,Standards of medical/surgical practice
21480,93000,Standards of medical/surgical practice
21480,93010,Standards of medical/surgical practice
21485,93000,Standards of medical/surgical practice
21485,93010,Standards of medical/surgical practice
21490,93000,Standards of medical/surgical practice
21490,93010,Standards of medical/surgical practice
21495,93000,Standards of medical/surgical practice
21495,93010,Standards of medical/surgical practice
21497,93000,Standards of medical/surgical practice
21497,93010,Standards of medical/surgical practice
21501,93000,Standards of medical/surgical practice
21501,93010,Standards of medical/surgical practice
21502,93000,Standards of medical/surgical practice
21502,93010,Standards of medical/surgical practice
21510,93000,Standards of medical/surgical practice
21510,93010,Standards of medical/surgical practice
21550,93000,Standards of medical/surgical practice
21550,93010,Standards of medical/surgical practice
21552,93000,Standards of medical/surgical practice
21552,93010,Standards of medical/surgical practice
21554,93000,Standards of medical/surgical practice
21554,93010,Standards of medical/surgical practice
21555,93000,Standards of medical/surgical practice
21555,93010,Standards of medical/surgical practice
21556,93000,Standards of medical/surgical practice
21556,93010,Standards of medical/surgical practice
21557,93000,Standards of medical/surgical practice
21557,93010,Standards of medical/surgical practice
21558,93000,Standards of medical/surgical practice
21558,93010,Standards of medical/surgical practice
21600,93000,Standards of medical/surgical practice
21600,93010,Standards of medical/surgical practice
21601,93000,Misuse of Column Two code with Column One code
21601,93010,Misuse of Column Two code with Column One code
21602,93000,Misuse of Column Two code with Column One code
21602,93010,Misuse of Column Two code with Column One code
21603,93000,Misuse of Column Two code with Column One code
21603,93010,Misuse of Column Two code with Column One code
21610,93000,Standards of medical/surgical practice
21610,93010,Standards of medical/surgical practice
21615,93000,Standards of medical/surgical practice
21615,93010,Standards of medical/surgical practice
21616,93000,Standards of medical/surgical practice
21616,93010,Standards of medical/surgical practice
21620,93000,Standards of medical/surgical practice
21620,93010,Standards of medical/surgical practice
21627,93000,Standards of medical/surgical practice
21627,93010,Standards of medical/surgical practice
21630,93000,Standards of medical/surgical practice
21630,93010,Standards of medical/surgical practice
21632,93000,Standards of medical/surgical practice
21632,93010,Standards of medical/surgical practice
21685,93000,Standards of medical/surgical practice
21685,93010,Standards of medical/surgical practice
21700,93000,Standards of medical/surgical practice
21700,93010,Standards of medical/surgical practice
21705,93000,Standards of medical/surgical practice
21705,93010,Standards of medical/surgical practice
21720,93000,Standards of medical/surgical practice
21720,93010,Standards of medical/surgical practice
21725,93000,Standards of medical/surgical practice
